uid,question,golden_answer,source_ids,golden_doc_chunks,golden_triples,is_generated_with,topic_entity_id,topic_entity_value,hops,based_on_template,use_case,retrieval_operation,semi-typed,updated template,graph_representation,answer_format,answer_type,condition_type,used_in_reduced,notes
52148f59-5e9a-4d7f-bc61-f52cf2e56fd7,Which papers evaluate the property Reliability? Rank the papers in descending order by their publication year.,"The papers with the investigated property Reliability, ranked in descending order by their publication year, are: 1. A Comparison of MQTT Brokers for Distributed IoT Edge Computing (2020), 2. An Architecture-Driven Adaptation Approach for Big Data Cyber Security Analytics (2019), 3. A Platform Architecture for Multi-Tenant Blockchain-Based Systems (2019), 4. An Architecture for Decentralized, Collaborative, and Autonomous Robots (2018), 5. Quality Evaluation of PaaS Cloud Application Design Using Generated Prototypes (2017)","['10.1109/ICSA.2019.00013', '10.1109/ICSA.2019.00013', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00019', '10.1007/978-3-030-58923-3_23', '10.1007/978-3-030-58923-3_23', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2017.43', '10.1109/ICSA.2017.43']",,"['(R870044:Property, Name, L1523526:Reliability)', '(R870014:An Architecture-Driven Adaptation Approach for Big Data Cyber Security Analytics, publication year, L1523470:2019)', '(R871765:Property, Name, L1527091:Reliability)', '(R871726:A Platform Architecture for Multi-Tenant Blockchain-Based Systems, publication year, L1527024:2019)', '(R873759:Property, Name, L1531163:Reliability)', '(R873728:A Comparison of MQTT Brokers for Distributed IoT Edge Computing, publication year, L1531105:2020)', '(R871563:Property, Name, L1526673:Reliability)', '(R871523:An Architecture for Decentralized, Collaborative, and Autonomous Robots, publication year, L1526604:2018)', '(R871130:Property, Name, L1525789:Reliability)', '(R871104:Quality Evaluation of PaaS Cloud Application Design Using Generated Prototypes, publication year, L1525740:2017)']",clustering_strategy,R659055,Software Architecture and Design,6,Which publications have the evaluation sub-property [evaluation sub-property name] ranked by the publication year?,3,ranking,True,Which papers evaluate the property [Content Data: property name]? Rank the papers in descending order by their publication year.,multi fact,enumerative,"named entity, temporal",named entity,False,
4de79ef4-57b4-4a22-9f2e-286995751d3c,Give me all the papers that apply a benchmark in their evaluation ranked from the most recent to the oldest.,"The publications that apply a benchmark in their evaluation, ranked from the most recent to the oldest, are: 1. Formal Software Architectural Migration Towards Emerging Architectural Styles (2020), 2. Employment of Optimal Approximations on Apache Hadoop Checkpoint Technique for Performance Improvements (2020), 3. Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery (2019), 4. Experiments in Curation: Towards Machine-Assisted Construction of Software Architecture Knowledge Bases (2017)","['10.1007/978-3-030-29983-5_5', '10.1007/978-3-030-29983-5_5', '10.1109/ICSA.2017.27', '10.1109/ICSA.2017.27', '10.1007/978-3-030-58923-3_2', '10.1007/978-3-030-58923-3_2', '10.1109/ICSA47634.2020.00009', '10.1109/ICSA47634.2020.00009']",,"['(R874284:Evaluation Method Entity, Name, L1532280:Benchmark)', '(R874518:Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery, publication year, L1532779:2019)', '(R871169:Evaluation Method Entity, Name, L1525874:Benchmark)', '(R871582:Experiments in Curation: Towards Machine-Assisted Construction of Software Architecture Knowledge Bases, publication year, L1526719:2017)', '(R871616:Evaluation Method Entity, Name, L1526778:Benchmark)', '(R871143:Formal Software Architectural Migration Towards Emerging Architectural Styles, publication year, L1525821:2020)', '(R874546:Evaluation Method Entity, Name, L1532835:Benchmark)', '(R874260:Employment of Optimal Approximations on Apache Hadoop Checkpoint Technique for Performance Improvements, publication year, L1532232:2020)']",clustering_strategy,R659055,Software Architecture and Design,6,Which publications have the evaluation method [Content Data: evaluation method name] ranked by the publication year?,3,ranking,False,Give me all the papers that apply a [Content Data: evaluation method name] in their evaluation ranked from the most recent to the oldest.,multi fact,enumerative,"named entity, temporal",named entity,False,
cb20ce38-aaad-4b13-b082-7594e50e35f1,"Among papers that investigate the research object Architecture Design Method, how many papers have evaluated the property Portability compared to those that evaluated the property Usability?","Among papers that investigate the research object Architecture Design Method, one paper has evaluated Portability as a property, while two different papers have evaluated Usability as a property.","['10.1109/ICSA.2017.32', '10.1109/ICSA.2017.32', '10.1109/ICSA47634.2020.00016', '10.1109/ICSA47634.2020.00016', '10.1109/ICSA.2017.13', '10.1109/ICSA.2017.13']",,"['(R870918:Research Object Entity, Name, L1525360:Architecture Design Method)', '(R871807:Property, Name, L1527168:Portability)', '(R868960:Research Object Entity, Name, L1521207:Architecture Design Method)', '(R870916:Property, Name, L1525358:Usability)', '(R871810:Research Object Entity, Name, L1527171:Architecture Design Method)', '(R868956:Property, Name, L1521203:Usability)']",clustering_strategy,R659055,Software Architecture and Design,6,"How many papers have used the sub-property [Content Data: sub-property name] compared to those that used the sub-property [Content Data: sub-property name], with the research object [Content Data: research object name]?",3,comparative,True,"Among papers that investigate the research object [Content Data: research object name], how many papers have evaluated the property [Content Data: property name] compared to those that evaluated the property [Content Data: property name]?",multi fact,explanatory,"description, quantitative",named entity,False,
1075f1c8-0fce-4044-ae87-7e7d3ef35ad2,"Among papers that investigate a reference architecture, how many focus on usability compared to portability?","Among papers that investigate a reference architecture, the number that focus on usability compared to portability is one paper for usability and two papers for portability.","['10.1109/ICSA.2017.42', '10.1109/ICSA.2017.42', '10.1109/ICSA.2017.42', '10.1007/978-3-030-29983-5_10', '10.1007/978-3-030-29983-5_10']",,"['(R872595:Research Object Entity, Name, L1528797:Reference Architecture)', '(R872593:Property, Name, L1528795:Portability)', '(R872573:Property, Name, L1528779:Usability)', '(R871379:Research Object Entity, Name, L1526303:Reference Architecture)', '(R871372:Property, Name, L1526297:Portability)', '(R871377:Property, Name, L1526301:Portability)']",clustering_strategy,R659055,Software Architecture and Design,6,"How many papers have used the sub-property [Content Data: sub-property name] compared to those that used the sub-property [Content Data: sub-property name], with the research object [Content Data: research object name]?",3,comparative,False,"Among papers that investigate a [Content Data: research object name], how many focus on [Content Data: property name] compared to [Content Data: property name]?",multi fact,explanatory,"description, quantitative",named entity,False,
716d3216-9a3a-4a4b-acaf-1183d4d09575,Which papers investigate the research object Architecture Optimization Method and indicate that no input data was used?,"The papers 'EASIER: An Evolutionary Approach for Multi-objective Software ArchItecturE Refactoring', 'Dynamic Updates of Virtual PLCs Deployed as Kubernetes Microservices', and 'Modeling of Parametric Dependencies for Performance Prediction of Component-Based Software Systems at Run-Time' investigate the research object Architecture Optimization Method and indicate that no input data was used.","['10.1109/ICSA.2018.00020', '10.1109/ICSA.2018.00020', '10.1007/978-3-030-86044-8_1', '10.1007/978-3-030-86044-8_1', '10.1109/ICSA.2018.00023', '10.1109/ICSA.2018.00023']",,"['(R871335:Research Object Entity, Name, L1526225:Architecture Optimization Method)', '(R871337:Input Data, None, L1526229:True)', '(R872013:Research Object Entity, Name, L1527594:Architecture Optimization Method)', '(R872015:Input Data, None, L1527598:True)', '(R872308:Research Object Entity, Name, L1528217:Architecture Optimization Method)', '(R872310:Input Data, None, L1528221:True)']",clustering_strategy,R659055,Software Architecture and Design,5,Which papers investigate the research object [Content Data: research object name] and indicate that no input data was used in their work?,3,negation,True,Which papers investigate the research object [Content Data: research object name] and indicate that no input data was used?,multi fact,enumerative,named entity,named entity,True,
7f747a8f-886a-4c9f-8c56-68b9cff875a8,Which papers investigating architecture evolution have not used input data?,The papers that use the research object Architecture Evolution but do not have any input data available are: 1) 'Using Informal Knowledge for Improving Software Quality Trade-Off Decisions' and 2) 'On Interfaces to Support Agile Architecting in Automotive: An Exploratory Case Study'.,"['10.1007/978-3-030-00761-4_18', '10.1007/978-3-030-00761-4_18', '10.1109/ICSA.2019.00025', '10.1109/ICSA.2019.00025']",,"['(R873482:Research Object Entity, Name, L1530596:Architecture Evolution)', '(R874831:Input Data, None, L1533463:True)', '(R868851:Research Object Entity, Name, L1520985:Architecture Evolution)', '(R868853:Input Data, None, L1520989:True)']",clustering_strategy,R659055,Software Architecture and Design,5,"Which papers use the research object [Content Data: research object name], but do not have any input data available?",3,negation,False,Which papers investigating [Content Data: research object name] have not used input data?,multi fact,enumerative,named entity,named entity,False,
33b23515-6a6b-4976-9fd7-1de4bc7db859,What is the paper class that papers are most frequently classified as when they investigate the property Reliability?,The paper class that papers are most frequently classified as when they investigate the property Reliability is Evaluation research.,"['10.1007/978-3-030-58923-3_23', '10.1007/978-3-030-58923-3_23', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00013', '10.1109/ICSA.2019.00013', '10.1109/ICSA.2017.43', '10.1109/ICSA.2017.43', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017']",,"['(R873759:Property, Name, L1531163:Reliability)', '(R873751:Paper Class 2, evaluation research, L1531157:True)', '(R871765:Property, Name, L1527091:Reliability)', '(R871755:Paper Class 2, evaluation research, L1527083:True)', '(R870044:Property, Name, L1523526:Reliability)', '(R870036:Paper Class 2, validation research, L1523515:True)', '(R871563:Property, Name, L1526673:Reliability)', '(R871123:Paper Class 2, proposal of solution, L1525781:True)', '(R871130:Property, Name, L1525789:Reliability)', '(R871552:Paper Class 2, evaluation research, L1526664:True)']",clustering_strategy,R659055,Software Architecture and Design,6,What is the paper class that papers are most frequently classified as when they investigate the sub-property with the name [Content Data: sub-property name] in their evaluations?,3,superlative,True,What is the paper class that papers are most frequently classified as when they investigate the property [Content Data: property name]?,multi fact,simple,named entity,named entity,True,
30595f47-6fe5-40c8-8d45-c18f0843cbbf,Which is the most used paper class for papers that apply the evaluation method Case Study and investigate the research object Architecture Description?,The most commonly used paper class for papers that apply the evaluation method Case Study and investigate the research object Architecture Description is validation research.,"['10.1109/ICSA.2018.00024', '10.1109/ICSA.2018.00024', '10.1109/ICSA.2018.00024', '10.1109/ICSA.2018.00024', '10.1109/ICSA.2018.00009', '10.1109/ICSA.2018.00009', '10.1109/ICSA.2018.00009']",,"['(R874062:Evaluation Method Entity, Name, L1531810:Case Study)', '(R874066:Research Object Entity, Name, L1531814:Architecture Description)', '(R874057:Paper Class 2, proposal of solution, L1531804:True)', '(R874057:Paper Class 2, validation research, L1531802:True)', '(R869715:Evaluation Method Entity, Name, L1522846:Case Study)', '(R869719:Research Object Entity, Name, L1522850:Architecture Description)', '(R869710:Paper Class 2, validation research, L1522838:True)']",clustering_strategy,R659055,Software Architecture and Design,6,Which is the most used paper class for publications with the evaluation method [method name] and the research object [Content Data: research object name]?,3,superlative,True,Which is the most used paper class for papers that apply the evaluation method [Content Data: evaluation method name] and investigate the research object [Content Data: research object name]?,multi fact,simple,named entity,named entity,False,
dd9b02a6-7f62-4bec-91dd-330398852334,"Among the publications that investigate architecture patterns and apply case studies in their evaluation, which is the most used paper class?",The most commonly used paper class for publications that employ the evaluation method Case Study and target the research object Architecture Pattern is evaluation research.,"['10.1007/978-3-030-00761-4_21', '10.1007/978-3-030-00761-4_21', '10.1007/978-3-030-00761-4_21', '10.1109/ICSA.2017.39', '10.1109/ICSA.2017.39', '10.1109/ICSA.2017.39', '10.1007/978-3-030-29983-5_16', '10.1007/978-3-030-29983-5_16', '10.1007/978-3-030-29983-5_16', '10.1007/978-3-030-29983-5_16']",,"['(R870410:Evaluation Method Entity, Name, L1524293:Case Study)', '(R870420:Research Object Entity, Name, L1524302:Architecture Pattern)', '(R870405:Paper Class 2, evaluation research, L1524290:True)', '(R872257:Evaluation Method Entity, Name, L1528117:Case Study)', '(R872261:Research Object Entity, Name, L1528121:Architecture Pattern)', '(R872252:Paper Class 2, evaluation research, L1528114:True)', '(R870328:Evaluation Method Entity, Name, L1524149:Case Study)', '(R870332:Research Object Entity, Name, L1524153:Architecture Pattern)', '(R870323:Paper Class 2, validation research, L1524141:True)', '(R870323:Paper Class 2, proposal of solution, L1524143:True)']",clustering_strategy,R659055,Software Architecture and Design,6,Which is the most used paper class for publications with the evaluation method [method name] and the research object [Content Data: research object name]?,3,superlative,False,"Among the publications that investigate [Content Data: research object name] and apply case studies in their evaluation, which is the most used paper class?",multi fact,simple,named entity,named entity,False,
502b6de0-07d3-4ff0-b138-101edf292d49,"Among the publications that investigate technical debt and apply data science in their evaluation, which is the most used paper class?",The most used paper class for publications with the evaluation method Data Science and the research object Technical Debt is evaluation research.,"['10.1007/978-3-319-65831-5_4', '10.1007/978-3-319-65831-5_4', '10.1007/978-3-319-65831-5_4', '10.1109/ICSA51549.2021.00017', '10.1109/ICSA51549.2021.00017', '10.1109/ICSA51549.2021.00017']",,"['(R869128:Evaluation Method Entity, Name, L1521574:Data Science)', '(R869132:Research Object Entity, Name, L1521578:Technical Debt)', '(R869123:Paper Class 2, evaluation research, L1521571:True)', '(R872804:Evaluation Method Entity, Name, L1529234:Data Science)', '(R872808:Research Object Entity, Name, L1529238:Technical Debt)', '(R872799:Paper Class 2, evaluation research, L1529231:True)']",clustering_strategy,R659055,Software Architecture and Design,6,Which is the most used paper class for publications with the evaluation method [method name] and the research object [Content Data: research object name]?,3,superlative,False,"Among the publications that investigate [Content Data: research object name] and apply [Content Data: evaluation method name] in their evaluation, which is the most used paper class?",multi fact,simple,named entity,named entity,False,
ad5d0aac-1275-4204-8dfd-d74a2478e87e,What is the frequency of papers that investigate architectural assumptions per year?,"The frequency of papers that investigate architectural assumptions per year is: one paper in 2017, one paper in 2018, and one paper in 2019.","['10.1109/ICSA.2019.00024', '10.1109/ICSA.2019.00024', '10.1007/978-3-319-65831-5_14', '10.1007/978-3-319-65831-5_14', '10.1109/ICSA.2018.00026', '10.1109/ICSA.2018.00026']",,"['(R873641:Research Object Entity, Name, L1530909:Architectural Assumptions)', '(R873599:Improving the Consistency and Usefulness of Architecture Descriptions: Guidelines for Architects, publication year, L1530833:2019)', '(R868687:Research Object Entity, Name, L1520620:Architectural Assumptions)', '(R868651:Architectural Assumptions and Their Management in Industry – An Exploratory Study, publication year, L1520562:2017)', '(R873407:Research Object Entity, Name, L1530444:Architectural Assumptions)', '(R873379:Predicting the Performance of Privacy-Preserving Data Analytics Using Architecture Modelling and Simulation, publication year, L1530392:2018)']",clustering_strategy,R659055,Software Architecture and Design,5,What is the proportion of papers that have the research object [Content Data: research object name] per year?,3,relationship,False,What is the frequency of papers that investigate [Content Data: research object name] per year?,multi fact,explanatory,"description, quantitative, temporal",named entity,False,
fbc403f4-026c-409b-b3e2-95335faee310,What is the frequency of papers that apply the evaluation method Benchmark per publication year?,"The frequency of papers that apply the evaluation method Benchmark per publication year is: 1 paper in 2017, 1 paper in 2019, and 2 papers in 2020.","['10.1109/ICSA.2017.27', '10.1109/ICSA.2017.27', '10.1007/978-3-030-58923-3_2', '10.1007/978-3-030-58923-3_2', '10.1109/ICSA47634.2020.00009', '10.1109/ICSA47634.2020.00009', '10.1007/978-3-030-29983-5_5', '10.1007/978-3-030-29983-5_5']",,"['(R871169:Evaluation Method Entity, Name, L1525874:Benchmark)', '(R871582:Experiments in Curation: Towards Machine-Assisted Construction of Software Architecture Knowledge Bases, publication year, L1526719:2017)', '(R874546:Evaluation Method Entity, Name, L1532835:Benchmark)', '(R871143:Formal Software Architectural Migration Towards Emerging Architectural Styles, publication year, L1525821:2020)', '(R874284:Evaluation Method Entity, Name, L1532280:Benchmark)', '(R874260:Employment of Optimal Approximations on Apache Hadoop Checkpoint Technique for Performance Improvements, publication year, L1532232:2020)', '(R871616:Evaluation Method Entity, Name, L1526778:Benchmark)', '(R874518:Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery, publication year, L1532779:2019)']",clustering_strategy,R659055,Software Architecture and Design,6,What is the proportion of papers that have the evaluation method [Content Data: evaluation method name] per year?,3,relationship,True,What is the frequency of papers that apply the evaluation method [Content Data: evaluation method name] per publication year?,multi fact,explanatory,"description, quantitative, temporal",named entity,False,
93d40c0d-7ddf-4136-9630-bafe39bd8488,What is the frequency of papers that used a field experiment in their evaluations per year?,"The frequency of papers that used a field experiment in their evaluations per year is: one in 2017, one in 2018, and one in 2019.","['10.1007/978-3-319-65831-5_11', '10.1007/978-3-319-65831-5_11', '10.1007/978-3-030-29983-5_18', '10.1007/978-3-030-29983-5_18', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017']",,"['(R869418:Evaluation Method Entity, Name, L1522201:Field Experiment)', '(R869392:Decision Models for Microservices: Design Areas, Stakeholders, Use Cases, and Requirements, publication year, L1522148:2017)', '(R869510:Evaluation Method Entity, Name, L1522395:Field Experiment)', '(R869486:ACE: Easy Deployment of Field Optimization Experiments, publication year, L1522347:2019)', '(R871557:Evaluation Method Entity, Name, L1526667:Field Experiment)', '(R871523:An Architecture for Decentralized, Collaborative, and Autonomous Robots, publication year, L1526604:2018)']",clustering_strategy,R659055,Software Architecture and Design,6,What is the proportion of papers that have the evaluation method [Content Data: evaluation method name] per year?,3,relationship,False,What is the frequency of papers that used a [Content Data: evaluation method name] in their evaluations per year?,multi fact,explanatory,"description, quantitative, temporal",named entity,False,
24172dfa-095e-4798-803c-4c4ab294b94a,What are the research objects investigated in papers of the paper class philosophical paper?,The research object investigated in papers of the philosophical paper class is Architecture Decision Making.,"['10.1109/ICSA.2018.00021', '10.1109/ICSA.2018.00021']",,"['(R873096:Paper Class 2, philosophical paper, L1529827:True)', '(R873105:Research Object Entity, Name, L1529835:Architecture Decision Making)']",publication_subgraph_strategy,R873077,Architectural Design Decisions for Systems Supporting Model-Based Analysis of Runtime Events: A Qualitative Multi-method Study,4,What are the names of the research objects that are investigated in papers with the paper class [Metadata: paper class name]?,4,basic,True,What are the research objects investigated in papers of the paper class [Metadata: paper class name]?,multi fact,enumerative,named entity,named entity,True,"For the 'basic' retrieval operation, we must ensure that the retriever only has to retrieve a single fact without any form of aggregation. For the given use case, this question is a special case in that sense as only one triple is required."
82f7245c-2c4e-48d6-add2-3c8865676839,What are the research objects investigated in papers that apply the evaluation method Field Experiment?,"The research objects investigated with the Field Experiment evaluation method are 1. Architecture Optimization Method, 2. Reference Architecture, and 3. Architecture Decision Making.","['10.1007/978-3-030-29983-5_18', '10.1007/978-3-030-29983-5_18', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1007/978-3-319-65831-5_11', '10.1007/978-3-319-65831-5_11']",,"['(R869510:Evaluation Method Entity, Name, L1522395:Field Experiment)', '(R869514:Research Object Entity, Name, L1522399:Architecture Optimization Method)', '(R871557:Evaluation Method Entity, Name, L1526667:Field Experiment)', '(R871571:Research Object Entity, Name, L1526680:Reference Architecture)', '(R869418:Evaluation Method Entity, Name, L1522201:Field Experiment)', '(R869424:Research Object Entity, Name, L1522207:Architecture Decision Making)']",clustering_strategy,R659055,Software Architecture and Design,6,What are the research objects that are investigated in papers that apply the evaluation method [Content Data: evaluation method name]?,4,aggregation,True,What are the research objects investigated in papers that apply the evaluation method [Content Data: evaluation method name]?,multi fact,enumerative,named entity,named entity,True,
1b7b46cd-e9ce-4de5-8229-35df5e5c28f3,Which research objects are evaluated with the property Freedom from Risk?,The research objects that are evaluated with the Freedom from Risk property are Architecture Decision Making and Architecture Description.,"['10.1109/ICSA51549.2021.00010', '10.1109/ICSA51549.2021.00010', '10.1109/ICSA.2018.00016', '10.1109/ICSA.2018.00016']",,"['(R874246:Property, Name, L1532194:Freedom from Risk)', '(R874249:Research Object Entity, Name, L1532197:Architecture Decision Making)', '(R872679:Property, Name, L1528970:Freedom from Risk)', '(R872681:Research Object Entity, Name, L1528972:Architecture Description)']",clustering_strategy,R659055,Software Architecture and Design,6,Which research objects are used in conjunction with the [evaluation sub property name] sub-property?,4,aggregation,True,Which research objects are evaluated with the property [Content Data: property name]?,multi fact,enumerative,named entity,named entity,False,
05474243-a2d2-4c3f-8699-408c05dbeb0c,Which research objects are investigated in papers that evaluate reliability?,"The research objects investigated in papers that evaluate reliability are Reference Architecture, Architecture Analysis Method, Architecture Optimization Method, and Architectural Aspects.","['10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2017.43', '10.1109/ICSA.2017.43', '10.1109/ICSA.2019.00013', '10.1109/ICSA.2019.00013', '10.1007/978-3-030-58923-3_23', '10.1007/978-3-030-58923-3_23']",,"['(R871765:Property, Name, L1527091:Reliability)', '(R871774:Research Object Entity, Name, L1527099:Reference Architecture)', '(R871563:Property, Name, L1526673:Reliability)', '(R871571:Research Object Entity, Name, L1526680:Reference Architecture)', '(R871130:Property, Name, L1525789:Reliability)', '(R871132:Research Object Entity, Name, L1525791:Architecture Analysis Method)', '(R870044:Property, Name, L1523526:Reliability)', '(R870048:Research Object Entity, Name, L1523530:Architecture Optimization Method)', '(R873759:Property, Name, L1531163:Reliability)', '(R873764:Research Object Entity, Name, L1531168:Architectural Aspects)']",clustering_strategy,R659055,Software Architecture and Design,6,Which research objects are used in conjunction with the [evaluation sub property name] sub-property?,4,aggregation,False,Which research objects are investigated in papers that evaluate [Content Data: property name]?,multi fact,enumerative,named entity,named entity,False,
1f34b6a1-1348-4347-99b0-038916c1e220,"Among those papers that evaluate freedom from risk in their investigation, what methods are used to realize the evaluation? Rank the methods in descending alphabetical order.","Among those papers that evaluate freedom from risk in their investigation, the methods used to realize the evaluation, ranked in descending alphabetical order, are: Focus Group and Technical Experiment.","['10.1109/ICSA.2018.00016', '10.1109/ICSA.2018.00016', '10.1109/ICSA51549.2021.00010', '10.1109/ICSA51549.2021.00010']",,"['(R872679:Property, Name, L1528970:Freedom from Risk)', '(R872673:Evaluation Method Entity, Name, L1528964:Technical Experiment)', '(R874246:Property, Name, L1532194:Freedom from Risk)', '(R874243:Evaluation Method Entity, Name, L1532191:Focus Group)']",clustering_strategy,R659055,Software Architecture and Design,6,Which evaluation methods are used in conjunction with the evaluation sub-property [evaluation sub property name] ranked in descending alphabetical order?,4,ranking,False,"Among those papers that evaluate [Content Data: property name] in their investigation, what methods are used to realize the evaluation? Rank the methods in descending alphabetical order.",multi fact,enumerative,named entity,named entity,False,
b54fb478-0c65-46ed-8c32-a495b1e5b6cc,How frequently is the property Satisfaction evaluated compared to the property Context Coverage in papers that investigate the research object Architecture Evolution?,"The frequency with which the property Satisfaction is evaluated compared to the property Context Coverage in papers that investigate the research object Architecture Evolution is as follows: Satisfaction is evaluated three times, whereas Context Coverage is evaluated only once.","['10.1109/ICSA51549.2021.00014', '10.1109/ICSA51549.2021.00014', '10.1109/ICSA51549.2021.00014', '10.1109/ICSA.2018.00012', '10.1109/ICSA.2018.00012', '10.1109/ICSA.2019.00024', '10.1109/ICSA.2019.00024']",,"['(R874382:Research Object Entity, Name, L1532476:Architecture Evolution)', '(R874372:Property, Name, L1532467:Satisfaction)', '(R874380:Property, Name, L1532474:Context coverage)', '(R871023:Research Object Entity, Name, L1525570:Architecture Evolution)', '(R871021:Property, Name, L1525568:Satisfaction)', '(R873637:Research Object Entity, Name, L1530905:Architecture Evolution)', '(R873633:Property, Name, L1530901:Satisfaction)']",clustering_strategy,R659055,Software Architecture and Design,6,How frequently is the sub-property with the name [Content Data: sub-property name] used compared to the sub-property with the name [Content Data: sub-property name] in research that investigates the research object with the name [Content Data: research object name]?,4,comparative,True,How frequently is the property [property 1] evaluated compared to the property [property 2] in papers that investigate the research object [Content Data: research object name]?,multi fact,explanatory,"description, quantitative",named entity,True,
709abd57-3572-4990-92f9-0d4e7557a999,"Among publications that investigate architecture patterns, how often is the satisfaction evaluated in comparison to context coverage?","Among publications that investigate architecture patterns, the property Satisfaction is evaluated three times while the Context Coverage is only evaluated once.","['10.1109/ICSA.2019.00014', '10.1109/ICSA.2019.00014', '10.1109/ICSA.2017.20', '10.1109/ICSA.2017.20', '10.1109/ICSA.2017.20', '10.1007/978-3-030-00761-4_21', '10.1007/978-3-030-00761-4_21']",,"['(R870420:Research Object Entity, Name, L1524302:Architecture Pattern)', '(R870214:Property, Name, L1523904:Satisfaction)', '(R869040:Research Object Entity, Name, L1521385:Architecture Pattern)', '(R869038:Property, Name, L1521383:Context coverage)', '(R869037:Property, Name, L1521382:Satisfaction)', '(R870216:Research Object Entity, Name, L1523906:Architecture Pattern)', '(R870417:Property, Name, L1524299:Satisfaction)']",clustering_strategy,R659055,Software Architecture and Design,6,How often is the sub-property [Content Data: sub-property name] used in comparison to the sub-property [sub-property] with the research object [Content Data: research object name]?,4,comparative,False,"Among publications that investigate [Content Data: research object name], how often is the [Content Data: property name] evaluated in comparison to [Content Data: property name]?",multi fact,explanatory,"description, quantitative",named entity,False,
9e3c5460-0e14-4afc-884b-7d587a27d540,What are the properties that are evaluated in papers that investigate the research object Technical Debt without adhering to an evaluation guideline?,The properties that are evaluated in papers that investigate the research object Technical Debt without adhering to an evaluation guideline are Accuracy and Maintainability.,"['10.1109/ICSA51549.2021.00017', '10.1109/ICSA51549.2021.00017', '10.1007/978-3-319-65831-5_4', '10.1007/978-3-319-65831-5_4', '10.1109/ICSA51549.2021.00017', '10.1007/978-3-319-65831-5_4']",,"['(R872808:Research Object Entity, Name, L1529238:Technical Debt)', '(R872802:Evaluation, Has Guideline, L1529235:False)', '(R869132:Research Object Entity, Name, L1521578:Technical Debt)', '(R869126:Evaluation, Has Guideline, L1521575:False)', '(R872806:Property, Name, L1529236:Accuracy)', '(R869130:Property, Name, L1521576:Maintainability)']",clustering_strategy,R659055,Software Architecture and Design,6,What are the names of the evaluation sub-properties that are assessed in research papers that investigate the research object with the name [Content Data: research object name] without adhering to evaluation guidelines?,4,negation,True,What are the properties that are evaluated in papers that investigate the research object [Content Data: research object name] without adhering to an evaluation guideline?,multi fact,enumerative,named entity,named entity,True,
1fd7e0a1-08a9-4ef8-8ab5-48440698ff9c,"Among publications that investigate architectural assumptions, which properties have been evaluated without following a guideline for their evaluation?","Among publications that investigate architectural assumptions, which properties have been evaluated without following a guideline for their evaluation?","['10.1109/ICSA.2019.00024', '10.1109/ICSA.2019.00024', '10.1109/ICSA.2019.00024', '10.1109/ICSA.2019.00024', '10.1109/ICSA.2019.00024', '10.1109/ICSA.2018.00026', '10.1109/ICSA.2018.00026', '10.1109/ICSA.2018.00026']",,"['(R873641:Research Object Entity, Name, L1530909:Architectural Assumptions)', '(R873401:Evaluation, Has Guideline, L1530441:False)', '(R873633:Property, Name, L1530901:Satisfaction)', '(R873635:Property, Name, L1530903:Functional Suitability)', '(R873632:Property, Name, L1530900:Effectiveness)', '(R873407:Research Object Entity, Name, L1530444:Architectural Assumptions)', '(R873639:Evaluation, Has Guideline, L1530907:False)', '(R873405:Property, Name, L1530442:Performance efficiency)']",clustering_strategy,R659055,Software Architecture and Design,6,Which evaluation sub-properties are used in the research object [Content Data: research object name] but do not use evaluation guidelines?,4,negation,False,"Among publications that investigate [Content Data: research object name], which properties have been evaluated without following a guideline for their evaluation?",multi fact,enumerative,named entity,named entity,False,
